Geo_FIPS,Geo_QNAME,Geo_NAME,CENSUS_NUM,CITY_NAME ,TOTAL POP_DEMOGRAPHICS,PROP_POP WHITE,PROP_POP BLACK,PROP_POP ASIAN,PROP_POP AMERICAN INDIAN,PROP_POP NATIVE HAWAIIAN,WHITE_POP,BLACK_POP,AMERICAN INDIAN_POP,ASIAN_POP,NATIVE HAWAIIAN-POP,OTHER_POP,TWO RACES _POP,TOTAL NUMBER HOUSEHOLD_INCOME,PROP_<100K,PROP_>100K,<10K,10-15K,15-20K,20-25K,25-30K,30-35K,35-40K,40-45K,45-50K,50-60K,60-75K,75-99K,100-125K,125-150K,150-200K,>200K,MEDIAN HOUSEHOLD_INCOME,OWNER HOUSEHOLD_MEDIAN INCOME,RENTER HOUSEHOLD_MEDIAN INCOME,TOTAL HOUSING UNITS ,OWNER HOUSING UNITS,RENTER HOUSING UNITS,OWNER_RATE,RENTER_RATE,WHITE OWNER_RATE,NON_WHITE OWNER RATE,WHITE OWNER HOUSING UNITS,NON WHITE OWNER HOUSING UNITS,MEDIAN HOUSE VALUE (OWNER),,OTHER ,"Owner-Occupied Housing Units: Housing Units with a Mortgage, Home Equity Loan,  or Similar Debts","Owner-Occupied Housing Units: Housing Units with a Mortgage, Home Equity Loan,  or Similar Debts: With Either a Second Mortgage or Home Equity  Loan, but Not Both","Owner-Occupied Housing Units: Housing Units with a Mortgage, Home Equity Loan,  or Similar Debts: With Either a Second Mortgage or Home Equity  Loan, but Not Both: Second Mortgage Only","Owner-Occupied Housing Units: Housing Units with a Mortgage, Home Equity Loan,  or Similar Debts: With Either a Second Mortgage or Home Equity  Loan, but Not Both: Home Equity Loan Only","Owner-Occupied Housing Units: Housing Units with a Mortgage, Home Equity Loan,  or Similar Debts: Both Second Mortgage and Home Equity Loan","Owner-Occupied Housing Units: Housing Units with a Mortgage, Home Equity Loan,  or Similar Debts: No Second Mortgage and No Home Equity Loan","Owner-Occupied Housing Units: Housing Units with a Mortgage, Home Equity Loan,  or Similar Debts: Home Equity Loan Without A Primary Mortgage",Owner-Occupied Housing Units: Housing Units Without a Mortgage,1 PERSON HOUSEHOLD,2 PERSON HOUSEHOLD,3 PERSON HOUSEHOLD,4 PERSON HOUSEHOLD,5 PERSON HOUSEHOLD,6 PERSON HOUSEHOLD,7 OR MORE PERSON HOUSEHOLD
25017317203,"Census Tract 3172.03, Middlesex County, Massachusetts",Census Tract 3172.03,3172.03,CHELMSFORD,3812,0.837618048,0.000786988,0.056400839,0,0,3193,3,0,215,0,75,326,1399,0.370264475,0.629735525,54,18,37,29,50,24,14,0,10,31,93,158,139,111,186,445,132868,152083,98184,1469,1198,271,0.815520762,0.184479238,0.904841402,0.095158598,1084,114,499700,,,898,119,26,93,0,774,5,300,337,392,266,283,110,11,0
25017317301,"Census Tract 3173.01, Middlesex County, Massachusetts",Census Tract 3173.01,3173.01,CHELMSFORD,3418,0.702457578,0.070801638,0.176418958,0.003510825,0,2401,242,12,603,0,105,55,1100,0.394545455,0.605454545,34,39,0,0,36,11,0,39,10,24,99,142,84,136,187,259,142000,149394,62260,1100,891,209,0.81,0.19,0.719416386,0.280583614,641,250,516700,,,627,88,62,26,0,539,0,264,210,324,192,189,31,127,27
25017317302,"Census Tract 3173.02, Middlesex County, Massachusetts",Census Tract 3173.02,3173.02,CHELMSFORD,5514,0.90968444,0.004171201,0.040261153,0,0,5016,23,0,222,0,131,122,2317,0.350884765,0.649115235,69,16,74,0,14,55,18,58,35,29,172,273,313,192,615,384,133225,143185,78796,2366,1961,405,0.828825021,0.171174979,0.917389087,0.082610913,1799,162,425000,,,1508,101,10,91,0,1341,66,453,709,629,484,384,31,61,19
25017318100,"Census Tract 3181, Middlesex County, Massachusetts",Census Tract 3181,3181,WESTFORD,6831,0.757429366,0.000146391,0.220465525,0,0,5174,1,0,1506,0,25,125,2440,0.292213115,0.707786885,11,17,0,56,205,0,0,12,0,88,111,213,163,179,384,1001,162763,166902,,2571,2279,292,0.886425515,0.113574485,0.799473453,0.200526547,1822,457,674000,,,1423,226,16,210,42,1127,28,856,294,977,341,658,118,23,29
25017318200,"Census Tract 3182, Middlesex County, Massachusetts",Census Tract 3182,3182,WESTFORD,4976,0.650723473,0.009646302,0.280948553,0.003818328,0,3238,48,19,1398,0,16,257,1911,0.284667713,0.715332287,67,0,25,27,24,34,40,0,36,41,108,142,240,180,303,644,146319,170726,71058,1947,1630,317,0.837185413,0.162814587,0.682822086,0.317177914,1113,517,616800,,,1236,197,30,167,0,1021,18,394,426,550,391,355,101,88,0
25017318300,"Census Tract 3183, Middlesex County, Massachusetts",Census Tract 3183,3183,WESTFORD,8224,0.713035019,0.001702335,0.200632296,0,0,5864,14,0,1650,0,335,361,2771,0.1317214,0.8682786,53,8,23,0,18,45,21,0,0,43,52,102,214,239,393,1560,211590,215511,,2914,2599,315,0.891901167,0.108098833,0.776067718,0.223932282,2017,582,715300,,,1719,269,0,269,0,1408,42,880,359,896,730,514,179,71,22
25017318400,"Census Tract 3184, Middlesex County, Massachusetts",Census Tract 3184,3184,WESTFORD,4553,0.687458818,0.002415989,0.255435976,0,0,3130,11,0,1163,0,88,161,1692,0.327423168,0.672576832,21,37,43,20,39,17,26,9,71,94,76,101,35,194,202,707,154104,207639,47314,1749,1289,460,0.736992567,0.263007433,0.720713732,0.279286268,929,360,767100,,,1047,238,69,169,0,800,9,242,370,517,330,355,110,0,10
25017320102,"Census Tract 3201.02, Middlesex County, Massachusetts",Census Tract 3201.02,3201.02,HOPKINTON,5713,0.797829512,0.011552599,0.138456153,0,0,4558,66,0,791,0,78,220,1943,0.155944416,0.844055584,25,16,23,0,21,31,7,0,0,32,48,100,126,95,265,1154,244946,249792,163893,1972,1842,130,0.934077079,0.065922921,0.814875136,0.185124864,1501,341,773700,,,1418,292,54,238,0,1086,40,424,242,567,399,554,115,62,4
25017320105,"Census Tract 3201.05, Middlesex County, Massachusetts",Census Tract 3201.05,3201.05,HOPKINTON,2464,0.774756494,0.001217532,0.135957792,0,0,1909,3,0,335,0,80,137,939,0.345047923,0.654952077,26,21,27,7,55,7,8,36,29,6,39,63,80,21,57,457,185139,250001,29886,949,740,209,0.779768177,0.220231823,0.767567568,0.232432432,568,172,716200,,,553,39,0,39,0,503,11,187,300,229,118,206,44,32,10
25017320106,"Census Tract 3201.06, Middlesex County, Massachusetts",Census Tract 3201.06,3201.06,HOPKINTON,6614,0.788630178,0.010130027,0.067281524,0,0,5216,67,0,445,0,195,691,2213,0.231360145,0.768639855,31,18,35,0,0,82,63,0,0,100,21,162,95,141,325,1140,215130,223036,87391,2345,1869,476,0.797014925,0.202985075,0.861423221,0.138576779,1610,259,687600,,,1361,117,19,98,0,1244,0,508,294,498,749,576,56,20,20
25017320107,"Census Tract 3201.07, Middlesex County, Massachusetts",Census Tract 3201.07,3201.07,HOPKINTON,4259,0.519840338,0.000469594,0.411129373,0,0,2214,2,0,1751,0,76,216,1538,0.21846554,0.78153446,34,0,10,18,9,15,40,0,15,54,49,92,50,93,388,671,178621,210347,90043,1641,1209,432,0.736745887,0.263254113,0.512820513,0.487179487,620,589,728500,,,980,97,0,97,0,883,0,229,225,376,497,292,148,0,0
25017321100,"Census Tract 3211, Middlesex County, Massachusetts",Census Tract 3211,3211,MARLBOROUGH,6525,0.679693487,0.015785441,0.110804598,0,0,4435,103,0,723,0,372,892,2933,0.528469144,0.471530856,139,54,74,122,155,60,38,26,171,140,289,282,326,346,142,569,92634,124618,47925,3061,2005,1056,0.655014701,0.344985299,0.761097257,0.238902743,1526,479,509700,,,1114,126,0,126,0,988,0,891,948,1189,348,303,89,56,0
25017321200,"Census Tract 3212, Middlesex County, Massachusetts",Census Tract 3212,3212,MARLBOROUGH,8140,0.622235872,0.015970516,0.027027027,0.002825553,0,5065,130,23,220,0,1917,785,2768,0.505419075,0.494580925,59,0,33,172,24,92,142,77,84,288,170,258,271,265,477,356,98026,142689,57721,2768,1540,1228,0.556358382,0.443641618,0.898701299,0.101298701,1384,156,477000,,,983,190,101,89,0,760,33,557,764,785,327,436,168,90,198
25017321301,"Census Tract 3213.01, Middlesex County, Massachusetts",Census Tract 3213.01,3213.01,MARLBOROUGH,4650,0.563870968,0.034623656,0.012043011,0.00688172,0,2622,161,32,56,0,670,1109,2033,0.739301525,0.260698475,92,162,115,39,115,143,129,13,39,19,347,290,216,161,42,111,67261,122908,48100,2158,653,1505,0.302594995,0.697405005,0.552833078,0.447166922,361,292,395200,,,519,10,10,0,0,509,0,134,916,420,252,198,148,60,39
25017321302,"Census Tract 3213.02, Middlesex County, Massachusetts",Census Tract 3213.02,3213.02,MARLBOROUGH,3299,0.621097302,0.041830858,0.100333434,0,0,2049,138,0,331,0,498,283,1461,0.509924709,0.490075291,76,0,30,105,0,31,62,88,38,14,196,105,65,268,155,228,96016,116944,,1582,816,766,0.515802781,0.484197219,0.865196078,0.134803922,706,110,475800,,,457,63,0,63,0,350,44,359,411,405,380,246,13,6,0
25017321400,"Census Tract 3214, Middlesex County, Massachusetts",Census Tract 3214,3214,MARLBOROUGH,4436,0.641794409,0.125563571,0.04418395,0,0,2847,557,0,196,0,113,723,1777,0.343837929,0.656162071,19,0,0,60,64,0,26,79,19,87,124,133,274,204,398,290,125972,117008,141078,1851,1059,792,0.572123177,0.427876823,0.71388102,0.28611898,756,303,521500,,,777,111,20,91,21,623,22,282,459,632,380,212,74,20,0
25017321500,"Census Tract 3215, Middlesex County, Massachusetts",Census Tract 3215,3215,MARLBOROUGH,7229,0.617097801,0.005533269,0.038732881,0,0,4461,40,0,280,0,703,1745,2952,0.512533875,0.487466125,134,158,15,60,138,14,147,119,0,150,259,319,222,520,444,253,94274,129403,67716,3096,1543,1553,0.498385013,0.501614987,0.779001944,0.220998056,1202,341,464000,,,1116,138,28,110,0,950,28,427,840,1189,199,523,112,45,44
25017321600,"Census Tract 3216, Middlesex County, Massachusetts",Census Tract 3216,3216,MARLBOROUGH,7119,0.522404832,0.053799691,0.031043686,0,0,3719,383,0,221,0,1547,1249,2725,0.475229358,0.524770642,132,154,24,64,14,11,19,92,125,192,162,306,295,166,359,610,102883,138929,53063,2854,1736,1118,0.608269096,0.391730904,0.694700461,0.305299539,1206,530,526300,,,1077,228,12,216,7,831,11,659,724,835,535,473,72,15,71
25017322100,"Census Tract 3221, Middlesex County, Massachusetts",Census Tract 3221,3221,HUDSON,4843,0.783605203,0.000412967,0.07949618,0,0.001651869,3795,2,0,385,8,119,534,1587,0.29552615,0.70447385,11,11,11,0,11,10,21,26,17,49,93,209,151,51,385,531,161358,162220,,1704,1547,157,0.90786385,0.09213615,0.87394958,0.12605042,1352,195,584200,,,1177,155,6,149,9,998,15,370,242,531,283,323,124,41,43
25017322200,"Census Tract 3222, Middlesex County, Massachusetts",Census Tract 3222,3222,HUDSON,4381,0.799817393,0.002282584,0.088792513,0.008673819,0,3504,10,38,389,0,179,261,1980,0.449494949,0.550505051,55,35,56,15,26,47,72,66,48,103,130,237,186,214,282,408,109120,144915,81797,2078,1355,723,0.652069297,0.347930703,0.839114391,0.160885609,1137,218,481200,,,863,105,62,43,0,752,6,492,524,867,301,249,32,7,0
25017322300,"Census Tract 3223, Middlesex County, Massachusetts",Census Tract 3223,3223,HUDSON,5843,0.761595071,0.015916481,0.048776314,0.018141366,0,4450,93,106,285,0,328,581,2554,0.650743931,0.349256069,175,96,59,39,69,108,122,65,50,274,289,316,262,210,158,262,68665,82556,44692,2797,1694,1103,0.60564891,0.39435109,0.888429752,0.111570248,1505,189,433600,,,848,153,0,153,0,677,18,846,919,862,343,291,98,23,18
25017322400,"Census Tract 3224, Middlesex County, Massachusetts",Census Tract 3224,3224,HUDSON,4892,0.866516762,0.017784137,0.01941946,0,0,4239,87,0,95,0,376,95,1920,0.377083333,0.622916667,30,38,26,40,27,45,13,21,44,76,162,202,201,180,348,467,127976,146136,93750,1981,1396,585,0.704694599,0.295305401,0.913323782,0.086676218,1275,121,468600,,,872,109,5,104,0,748,15,524,409,722,263,365,152,9,0
25017323101,"Census Tract 3231.01, Middlesex County, Massachusetts",Census Tract 3231.01,3231.01,STOW,3702,0.872501351,0.045380875,0.018638574,0,0,3230,168,0,69,0,81,154,1485,0.326599327,0.673400673,31,50,0,27,41,0,35,22,17,43,166,53,88,18,315,579,169120,207614,70992,1515,1111,404,0.733333333,0.266666667,0.927992799,0.072007201,1031,80,672900,,,767,175,0,175,0,565,27,344,372,573,140,235,154,11,0
25017323102,"Census Tract 3231.02, Middlesex County, Massachusetts",Census Tract 3231.02,3231.02,STOW,3407,0.793366598,0.016730261,0.092456707,0,0,2703,57,0,315,0,161,171,1246,0.252006421,0.747993579,9,6,86,7,0,0,0,53,4,31,63,55,51,32,240,609,194722,194792,,1246,1225,21,0.983146067,0.016853933,0.826122449,0.173877551,1012,213,650200,,,944,171,0,171,0,729,44,281,130,396,404,251,36,29,0
25017324101,"Census Tract 3241.01, Middlesex County, Massachusetts",Census Tract 3241.01,3241.01,LITTLETON,5682,0.847060894,0.000527983,0.106476593,0,0,4813,3,0,605,0,71,190,2082,0.355427474,0.644572526,72,21,0,75,63,0,35,57,9,56,217,135,177,212,310,643,134244,165200,65104,2227,1782,445,0.800179614,0.199820386,0.875420875,0.124579125,1560,222,614500,,,1175,194,0,194,0,936,45,607,510,509,466,449,109,15,24
25017324102,"Census Tract 3241.02, Middlesex County, Massachusetts",Census Tract 3241.02,3241.02,LITTLETON,4468,0.831915846,0.0129812,0.077215756,0.007833483,0,3717,58,35,345,0,69,244,1555,0.326688103,0.673311897,53,25,17,0,29,15,31,43,0,46,126,123,76,116,229,626,166493,190833,57375,1631,1292,339,0.792152054,0.207847946,0.872291022,0.127708978,1127,165,659600,,,912,162,0,162,0,715,35,380,246,505,306,323,95,49,31
25017325101,"Census Tract 3251.01, Middlesex County, Massachusetts",Census Tract 3251.01,3251.01,AYER,3958,0.782971198,0.009600808,0.065437089,0,0,3099,38,0,259,0,0,562,1629,0.397790055,0.602209945,75,0,8,10,26,27,48,26,38,0,218,172,150,97,212,522,137656,160909,95346,1736,1250,486,0.720046083,0.279953917,0.9312,0.0688,1164,86,410000,,,975,120,0,120,0,794,61,275,512,347,434,301,14,12,9
25017325102,"Census Tract 3251.02, Middlesex County, Massachusetts",Census Tract 3251.02,3251.02,AYER,4533,0.704390029,0.070593426,0.026913744,0.001323627,0,3193,320,6,122,0,381,511,1987,0.571716155,0.428283845,82,52,10,10,135,117,8,0,105,256,164,197,156,173,267,255,88040,120069,53525,2140,1293,847,0.604205607,0.395794393,0.846094354,0.153905646,1094,199,422300,,,855,171,0,171,0,661,23,438,899,464,327,124,52,105,16
25017326101,"Census Tract 3261.01, Middlesex County, Massachusetts",Census Tract 3261.01,3261.01,GROTON,5181,0.853889211,0.012738854,0.078170237,0,0,4424,66,0,405,0,44,242,1533,0.308545336,0.691454664,29,36,19,37,0,8,3,56,48,23,80,134,117,124,121,698,167188,199667,66518,1592,1338,254,0.840452261,0.159547739,0.855007474,0.144992526,1144,194,671900,,,946,154,13,141,0,788,4,392,280,403,209,373,198,31,39
25017326102,"Census Tract 3261.02, Middlesex County, Massachusetts",Census Tract 3261.02,3261.02,GROTON,6084,0.845167653,0.007889546,0.044543064,0,0,5142,48,0,271,0,27,596,2135,0.316159251,0.683840749,144,13,0,47,80,52,15,13,30,136,50,95,93,60,269,1038,195625,218077,,2190,1940,250,0.885844749,0.114155251,0.871649485,0.128350515,1691,249,674900,,,1351,298,16,282,0,1023,30,589,445,569,488,474,108,0,51
25017327101,"Census Tract 3271.01, Middlesex County, Massachusetts",Census Tract 3271.01,3271.01,PEPPERELL,4103,0.933950768,0.011211309,0.007067999,0,0,3832,46,0,29,0,28,168,1312,0.270579268,0.729420732,46,0,0,0,10,36,9,12,0,72,72,98,147,93,216,501,164583,168299,112917,1391,1223,168,0.87922358,0.12077642,0.914963205,0.085036795,1119,104,490700,,,902,97,0,97,0,783,22,321,144,454,202,243,186,57,26
25017327102,"Census Tract 3271.02, Middlesex County, Massachusetts",Census Tract 3271.02,3271.02,PEPPERELL,3875,0.878967742,0.008516129,0.067096774,0,0,3406,33,0,260,0,30,146,1549,0.378954164,0.621045836,15,0,0,54,75,12,30,24,46,26,146,159,137,213,204,408,128125,132444,76900,1549,1231,318,0.794706262,0.205293738,0.959382616,0.040617384,1181,50,415800,,,853,94,25,69,0,738,21,378,346,530,334,265,62,12,0
25017327103,"Census Tract 3271.03, Middlesex County, Massachusetts",Census Tract 3271.03,3271.03,PEPPERELL,3678,0.77406199,0.063621533,0.100598151,0,0,2847,234,0,370,0,0,227,1452,0.51446281,0.48553719,107,38,33,52,66,0,22,39,0,109,100,181,125,95,248,237,98779,125795,22361,1567,1139,428,0.726866624,0.273133376,0.875329236,0.124670764,997,142,474700,,,802,105,9,96,0,667,30,337,485,415,244,216,15,15,62
25017328100,"Census Tract 3281, Middlesex County, Massachusetts",Census Tract 3281,3281,DUNSTABLE,3375,0.909925926,0.012148148,0.023407407,0,0,3071,41,0,79,0,4,180,1135,0.177973568,0.822026432,13,0,7,0,9,13,10,25,12,17,24,72,128,96,112,597,202379,205179,75833,1167,1089,78,0.933161954,0.066838046,0.918273646,0.081726354,1000,89,624300,,,783,178,6,172,4,559,42,306,115,424,197,238,136,25,0
25017330101,"Census Tract 3301.01, Middlesex County, Massachusetts",Census Tract 3301.01,3301.01,NORTH READING,3458,0.876518219,0,0.022845575,0,0,3031,0,0,79,0,88,260,1204,0.134551495,0.865448505,10,0,0,40,0,12,43,0,0,0,28,29,80,44,245,673,215781,218313,,1204,1169,35,0.970930233,0.029069767,0.899059025,0.100940975,1051,118,814100,,,781,239,0,239,0,528,14,388,120,383,360,271,40,20,10
25017330102,"Census Tract 3301.02, Middlesex County, Massachusetts",Census Tract 3301.02,3301.02,NORTH READING,5118,0.873583431,0.000195389,0.047870262,0,0,4471,1,0,245,0,0,401,1831,0.301474604,0.698525396,23,0,23,18,44,0,33,0,183,21,122,85,294,110,318,557,141979,161417,46085,1831,1629,202,0.889677772,0.110322228,0.910374463,0.089625537,1483,146,713200,,,1192,244,0,244,18,922,8,437,324,671,291,277,192,50,26
25017330201,"Census Tract 3302.01, Middlesex County, Massachusetts",Census Tract 3302.01,3302.01,NORTH READING,3088,0.928432642,0.003238342,0.045660622,0,0,2867,10,0,141,0,15,55,1165,0.400858369,0.599141631,6,0,5,0,12,0,12,1,54,89,34,254,53,45,207,393,167938,177739,62708,1172,1041,131,0.888225256,0.111774744,0.959654179,0.040345821,999,42,632700,,,812,69,0,69,0,743,0,229,242,299,385,180,34,25,0
25017330202,"Census Tract 3302.02, Middlesex County, Massachusetts",Census Tract 3302.02,3302.02,NORTH READING,3970,0.85768262,0.015365239,0.096473552,0,0,3405,61,0,383,0,7,114,1656,0.497584541,0.502415459,134,0,0,36,0,10,47,75,50,143,148,181,146,131,241,314,100345,124455,63558,1713,1071,642,0.625218914,0.374781086,0.914098973,0.085901027,979,92,615900,,,722,75,12,63,0,617,30,349,522,479,380,208,23,44,0
25017331101,"Census Tract 3311.01, Middlesex County, Massachusetts",Census Tract 3311.01,3311.01,WILMINGTON,3277,0.868477266,0.032041501,0.031431187,0,0,2846,105,0,103,0,0,223,1189,0.264087468,0.735912532,41,16,0,11,13,0,0,0,16,55,55,107,119,89,168,499,168750,165104,211618,1252,951,301,0.759584665,0.240415335,0.921135647,0.078864353,876,75,725900,,,589,168,12,156,0,421,0,362,212,438,164,261,55,59,0
25017331102,"Census Tract 3311.02, Middlesex County, Massachusetts",Census Tract 3311.02,3311.02,WILMINGTON,7022,0.926801481,0.003133011,0.027485047,0.002420963,0,6508,22,17,193,0,24,258,2318,0.262295082,0.737704918,15,0,12,15,35,0,43,46,0,158,88,196,128,196,312,1074,179079,189762,,2378,2156,222,0.906644239,0.093355761,0.914656772,0.085343228,1972,184,652300,,,1458,362,32,330,13,1051,32,698,411,684,463,440,265,55,0
25017331200,"Census Tract 3312, Middlesex County, Massachusetts",Census Tract 3312,3312,WILMINGTON,5721,0.856668415,0.011186855,0.051739206,0,0,4901,64,0,296,0,89,371,1929,0.269569725,0.730430275,10,15,0,7,9,9,41,33,25,74,108,189,165,176,540,528,158422,167917,74951,1967,1719,248,0.873919675,0.126080325,0.905177429,0.094822571,1556,163,609900,,,1327,268,0,268,9,1050,0,392,180,574,492,458,165,47,13
25017331300,"Census Tract 3313, Middlesex County, Massachusetts",Census Tract 3313,3313,WILMINGTON,7175,0.818397213,0.014494774,0.058815331,0,0,5872,104,0,422,0,0,777,2435,0.36550308,0.63449692,61,84,157,0,0,33,34,15,14,160,139,193,222,128,506,689,142266,163469,,2435,2015,420,0.8275154,0.1724846,0.925062035,0.074937965,1864,151,647400,,,1495,291,0,291,0,1124,80,520,426,900,341,503,162,13,90
25017332100,"Census Tract 3321, Middlesex County, Massachusetts",Census Tract 3321,3321,BURLINGTON,5758,0.801146231,0.002605071,0.14866273,0,0,4613,15,0,856,0,0,274,1890,0.201587302,0.798412698,0,12,16,0,0,26,0,0,20,33,78,196,91,124,388,906,186118,190972,144100,2015,1812,203,0.899255583,0.100744417,0.796357616,0.203642384,1443,369,687000,,,1198,187,31,156,16,945,50,614,173,712,432,314,93,83,83
25017332201,"Census Tract 3322.01, Middlesex County, Massachusetts",Census Tract 3322.01,3322.01,BURLINGTON,2228,0.832136445,0.000897666,0.096947935,0,0,1854,2,0,216,0,0,156,937,0.433297759,0.566702241,0,44,14,6,15,0,123,27,32,21,32,92,160,2,155,214,101408,105417,43938,960,626,334,0.652083333,0.347916667,0.889776358,0.110223642,557,69,661200,,,335,40,7,33,7,284,4,291,295,322,185,53,35,47,0
25017332202,"Census Tract 3322.02, Middlesex County, Massachusetts",Census Tract 3322.02,3322.02,BURLINGTON,6726,0.771929825,0.043264942,0.141540291,0.001635445,0,5192,291,11,952,0,35,245,2836,0.417842031,0.582157969,92,86,98,22,43,101,31,48,34,320,73,237,226,398,380,647,126094,141849,91835,2905,1713,1192,0.589672978,0.410327022,0.852889667,0.147110333,1461,252,662700,,,926,225,41,184,0,600,101,787,599,1336,407,378,116,0,0
25017332300,"Census Tract 3323, Middlesex County, Massachusetts",Census Tract 3323,3323,BURLINGTON,6884,0.748983149,0.04575828,0.104880883,0,0.001597908,5156,315,0,722,11,208,472,2538,0.321907013,0.678092987,52,17,111,18,0,19,37,28,196,47,43,249,308,269,329,815,138770,150625,,2646,2280,366,0.861678005,0.138321995,0.831140351,0.168859649,1895,385,708000,,,1473,184,17,167,0,1243,46,807,317,1004,614,444,64,95,0
25017332401,"Census Tract 3324.01, Middlesex County, Massachusetts",Census Tract 3324.01,3324.01,BURLINGTON,2543,0.66850177,0.009044436,0.193472277,0,0,1700,23,0,492,0,94,234,867,0.38638985,0.61361015,14,7,19,8,21,5,16,35,0,57,24,129,20,85,119,308,146146,153068,59286,918,803,115,0.874727669,0.125272331,0.748443337,0.251556663,601,202,650900,,,412,72,7,65,0,306,34,391,161,264,176,224,26,8,8
25017332402,"Census Tract 3324.02, Middlesex County, Massachusetts",Census Tract 3324.02,3324.02,BURLINGTON,2084,0.745201536,0.000959693,0.144913628,0,0,1553,2,0,302,0,59,168,988,0.443319838,0.556680162,0,71,8,51,29,9,0,21,25,0,138,86,55,63,177,255,127750,145125,122639,1089,267,822,0.245179063,0.754820937,0.831460674,0.168539326,222,45,681900,,,140,49,18,31,0,91,0,127,391,345,161,58,33,0,0
25017333100,"Census Tract 3331, Middlesex County, Massachusetts",Census Tract 3331,3331,WOBURN,7412,0.766594711,0.109147329,0.065569347,0,0,5682,809,0,486,0,162,273,3088,0.436204663,0.563795337,73,65,15,44,78,54,66,7,12,201,153,579,298,175,471,797,116864,135682,88542,3121,2258,863,0.723486062,0.276513938,0.862267493,0.137732507,1947,311,679600,,,1434,171,0,171,0,1044,219,824,878,995,740,340,77,47,11
25017333200,"Census Tract 3332, Middlesex County, Massachusetts",Census Tract 3332,3332,WOBURN,5203,0.868537382,0.014606958,0.044205266,0,0,4519,76,0,230,0,23,355,2030,0.532512315,0.467487685,85,120,41,15,46,115,41,75,12,91,181,259,95,74,269,511,93110,143447,60403,2073,1215,858,0.586107091,0.413892909,0.934156379,0.065843621,1135,80,597800,,,823,129,9,120,11,672,11,392,613,652,199,310,224,0,32
25017333300,"Census Tract 3333, Middlesex County, Massachusetts",Census Tract 3333,3333,WOBURN,4188,0.842168099,0.010744986,0.030324737,0,0,3527,45,0,127,0,181,308,1628,0.513513514,0.486486486,93,96,12,6,45,26,90,0,34,112,71,251,156,84,348,204,96354,145208,77708,1790,863,927,0.482122905,0.517877095,0.942062572,0.057937428,813,50,591100,,,716,56,12,44,0,640,20,147,423,556,208,291,120,0,30
25017333400,"Census Tract 3334, Middlesex County, Massachusetts",Census Tract 3334,3334,WOBURN,6586,0.841178257,0.012754327,0.026419678,0,0,5540,84,0,174,0,116,672,2554,0.353563038,0.646436962,70,103,0,67,54,7,70,93,0,36,120,283,554,211,307,579,109492,131629,88854,2554,1565,989,0.612764291,0.387235709,0.920127796,0.079872204,1440,125,664400,,,974,172,18,154,0,802,0,591,698,676,537,459,73,109,2
25017333501,"Census Tract 3335.01, Middlesex County, Massachusetts",Census Tract 3335.01,3335.01,WOBURN,4924,0.731925264,0.089155158,0.078391552,0.001827782,0,3604,439,9,386,0,180,306,1940,0.482474227,0.517525773,49,45,0,28,84,60,10,76,56,80,183,265,125,139,228,512,101667,151853,65857,1940,1343,597,0.692268041,0.307731959,0.885331348,0.114668652,1189,154,687900,,,960,143,16,127,0,817,0,383,441,656,456,201,143,20,23
25017333502,"Census Tract 3335.02, Middlesex County, Massachusetts",Census Tract 3335.02,3335.02,WOBURN,3638,0.646783947,0.015667949,0.058273777,0,0,2353,57,0,212,0,616,400,1358,0.485272459,0.514727541,24,22,15,62,84,23,33,4,84,37,88,183,112,145,140,302,112917,166339,72014,1447,587,860,0.405666897,0.594333103,0.844974446,0.155025554,496,91,643200,,,475,15,0,15,0,453,7,112,343,452,243,181,48,91,0
25017333601,"Census Tract 3336.01, Middlesex County, Massachusetts",Census Tract 3336.01,3336.01,WOBURN,1981,0.622412923,0.123674912,0.144876325,0,0,1233,245,0,287,0,107,109,959,0.357664234,0.642335766,39,0,16,0,56,20,0,0,0,57,47,108,116,222,68,210,128254,140903,128015,1019,53,966,0.052011776,0.947988224,0.886792453,0.113207547,47,6,641000,,,31,0,0,0,0,31,0,22,292,386,235,46,0,0,0
25017333602,"Census Tract 3336.02, Middlesex County, Massachusetts",Census Tract 3336.02,3336.02,WOBURN,7273,0.636601127,0.094871442,0.201154957,0.003024887,0.008937165,4630,690,22,1463,65,250,153,2803,0.51730289,0.48269711,40,60,78,14,89,81,88,67,46,115,215,557,201,168,279,705,92340,163125,75413,3038,1545,1493,0.508558262,0.491441738,0.737216828,0.262783172,1139,406,591800,,,1132,141,0,141,0,924,67,413,531,1030,530,427,257,28,0
25017334100,"Census Tract 3341, Middlesex County, Massachusetts",Census Tract 3341,3341,READING,6865,0.895848507,0,0.046467589,0.002476329,0,6150,0,17,319,0,27,352,2547,0.275225756,0.724774244,25,13,14,59,91,30,25,13,39,146,110,136,215,155,377,1099,177770,177109,182237,2692,2039,653,0.757429421,0.242570579,0.934281511,0.065718489,1905,134,742200,,,1419,273,18,255,0,1080,66,620,509,926,356,554,191,0,11
25017334200,"Census Tract 3342, Middlesex County, Massachusetts",Census Tract 3342,3342,READING,4246,0.930993877,0,0.010362694,0,0,3953,0,0,44,0,47,202,1704,0.391431925,0.608568075,19,10,106,102,31,42,36,24,8,22,103,164,111,81,220,625,145000,205208,,1730,1205,525,0.696531792,0.303468208,0.970954357,0.029045643,1170,35,729500,,,923,216,6,210,6,693,8,282,558,473,240,243,172,8,10
